topic,sentiment,text
p,0,From OPH website…NACI recommends that children receive the Pfizer-BioNTech COVID-19 vaccine (10 mcg) at least 14 days before or after another vaccine. This is a precaution to help to determine if a side effect that may arise is due to the COVID-19 vaccine or another vaccine.
p,-,"Booked booster shot for Tuesday.  Apparently in Ontario it’s not 6 months after your 2nd AstraZeneca, it’s 24 weeks, so mine’s coming a little earlier than expected.  (Thankfully this is a quiet week for us Canadians who work for Americans. Just in case.)"
p,0,"Parents of children aged five to 11 in Alberta can book first doses of the Pfizer COVID-19 vaccine for that age group starting Wednesday, with vaccine appointments available starting Friday. #covid19ab #yeg #ableg https://t.co/z0i37GOjGz"
c,-,"@AndreiManko @robfoot I'm going to watch all the keeners run out and get this for their kids... they can join this ""Canadian trial"" if they want. I hope the results are not like AZ blood clots and Pfizer/Moderna myocarditis."
i,-,"It’s disheartening the supports available for long covid are exactly what I needed after a 3 wk hospitalization from DM 3 yrs ago, and much of what they are using I discovered on my own because I was determined to beat my diagnosis.  #thankful #patience #getwellsoon"
i,,A child under the age of 2 is one of the 10 additional Covid deaths reported today
g,-,An Ontario labour arbitrator has ordered an employer to amend its mandatory COVID-19 vaccination policy to clarify that employees cannot be disciplined nor terminated for refusing to get vaccinated: https://t.co/8cuLjJ4Bzm via @LawTimes.
g,+,Australia climbs world rankings in vaccination rates https://t.co/QzMpCEOqjO #COVID19 #Covidiot #Covid #COVID19AB #Covid_19 #coronavirus #CoronaCapital2021 #Corona #CoronavirusUpdates #COVID19Vaccine #vaccinated #VaccineMandate #VaccineMandates #yyz
p,-,"@patel_hasmita Drugs like AZD7442 could be a game-changer for us. My SO can't get a response to vaccines so we've been waiting and hoping for something like this. But at $1000/dose, #Quebec is unlikely to make it available even if Health Canada approves it. https://t.co/lhzUG3IsBA"
0,p,"Last night, Canada received the first doses of Pfizer's vaccine for children ages 5-11.   This is one more step to help protect our children, families and communities and finish the fight against #COVID19. https://t.co/ukUAsar0mm"
0,o,@morbo50 Pfizer will sell plenty of both. There is virtually no crossover in target market for anti-virals vs 5-11 vaccine doses.
0,i,"Hinshaw talks about Moderna vaccine for those aged 12-29.  Says data is clear while low, myocarditis is higher than Pfizer.  Moderna is 1 case/2k, Pfizer is 1 in 7K (both much lower than if you catch COVID)  Thus, are advising 12-29 get Pfizer."
0,p,"Last night, Canada received the first doses of Pfizer's vaccine for children ages 5-11.   This is one more step to help protect our children, families and communities and finish the fight against #COVID19. https://t.co/ukUAsar0mm"
0,i,@prernapickett I felt a bit yucky for about a day after I got Moderna
0,o,The Conversation: Moderna’s patent dispute with the U.S. government gets at a crucial question: control over how the drug is used https://t.co/HAVO3n3M6X
0,p,@aus_forum @RobbieEv1882 @StephenMcDonell Can you please clarify what types of COVID vaccine that Australia recognizes as acceptable for Chinese students to enter Australia from China - how about Sinopharm and/or Sinovac?
0,i,"Estimated number of Manitobans (all ages) with:  Zero COVID-19 vaccination doses: 330,543 (23.83%) One COVID-19 vaccination dose: 36,830 (2.66%) Two COVID-19 vaccination doses: 1,019,565 (73.51%)"
0,i,"Hinshaw says before they publicly report any COVID death in someone under 18, they conclude a thorough review process.   The same process is done for those deaths where there is additional uncertainty as well."
n,p,"The inoculated still catch/spread Covid. Locking down the ""unvaxxed"" (who may have had Covid/have immunity), will not prevent the double-, triple-, or quadruple-jabbed from catching Covid. Punitive not scientific. https://t.co/7T04YHKnMh"
0,o,@fagstein @OonaOShea I would prefer at school. 1) they will be with the same people with who they spend all day. 2) much more convenient for parents. 3) schools are already experienced at organizing in-school vaccination programs.
0,i,"Premier Jason Kenney reveling COVID-19 numbers today.  There are 5000 active cases -- 4800 less than a month ago.   475 people in hospital -- 94 people in ICU. At the peak of the fourth wave on sept, there were 1100 people in hospital 266 in the ICU #COVID19AB"
p,c,Being a pediatrician: Why do I want to get my kids vaccinated ASAP Are they at high risk of severe COVID? ➡️NO Is the risk of the disease still higher than the risk of vaccination ➡️VERY LIKELY Will it help to normalize schools &amp; private lives ➡️ YES Will help to end this 💩➡️YES https://t.co/ig0BNY0a6g
0,p,"URBAN INDIGENOUS CLINIC - HERMAN PRIOR CENTRE will be offering Pfizer for youth starting this Wednesday, please contact the  clinic at (204)-595-1666 to make a booking between 11am and 6pm. https://t.co/m6gn2S6uUd"
n,p,Well surprise surprise..not.   MPI to require proof of vaccination or negative COVID-19 test for road tests https://t.co/M34ZEAjunZ
0,p,"And the audience partied in their parkas. (BTW, You could only enter with proof of vaccination. First time I’ve actually had my QR code scanned.) @shop124street #AllIsBright2021 https://t.co/kW8YZXp3Mv"
0,o,"@TaraElena22 @Messi27632373 @RSBNetwork Except they didn't. Pfizer did it first and it had nothing to do with TFG OR ""warp speed"". They did it independently because they saw a need...and potential to make a LOT of money. https://t.co/ZnCrPtthvo"
n,i,@Edmontonsun In 19 months not a single student in Edmonton has had serious covid symptoms. Pfizer applied to the courts to have the covid data kept secret for 55 years. The Edm Sun and other media are suppressing information. Sick!
n,o,"@AdamZagoria @bgtennisnation @ForbesSports @Forbes @andyroddick @PatrickMcEnroe @jon_wertheim You all should just stop talking about him, AO and vaccination, until there is something to be said!"
0,c,"@kj_ashby @DEFendFURiously You have to wait until six months after your second shot, including my 97 yo mother. And I’m not even sure which booster to get, since I got a mix of Pfizer/Moderna. Fingers crossed!"
n,o,"@cagey2577 @silla_de_pensar @usehead_heart @DianeDi18 @drsusanshaw @Covid19Critical Then you should oppose the FLCCC and those doctors you mentioned.  I'm not opposed to reasonable profit, but Pfizer and Moderna have been gouging and letting countries (like Canada) outbid other countries to get shipments sooner.  I don't think that's reasonable."
0,p,"Hamilton public health says its vaccine strategy was built in consultation with @mch_childrens in #hamont.  @cityofhamilton says it's prepared to vaccinate the 42,000 local children eligible to receive the Pfizer-BioNTech COVID-19 vaccine.  #hamont  https://t.co/dFUcOAFDth"
n,o,"@ChrisBottaNHL @NHL Is this response necessary, really? Calling the NHL dumb and reckless. It has by far the best vaccination rates in all pro sports. once again, you can still catch covid with the vaccine. But it makes it less harmful and less contagious, so perhaps the isles are monitoring that?"
0,i,@freakindelight I’ve had AZ and absolutely no side effects.  And it was a way to protect myself and others ASAP.  Also have Pfizer since then and no side effects.
0,o,"@SandyPugGames I figure that once the dust is settled, us trans folks will fight Pfizer to see who gets the throne of Heaven."
0,c,@allan_k_grillMD Will Cornell have both Pfizer and Moderna available for boosters?
p,c,"This is the most promising news to date for my partner, who can't make antibodies to vaccines. Approval and procurement by @GovCanHealth ASAP could quite literally save his life. But they haven't even started reviewing the submission. Where's the urgency? https://t.co/IbhCzGg702"
0,p,"@MBittencourtMD Final de Novembro Canada 🇨🇦 seguindo também! 👇 Starting November 30 2021, 03:01 AM EST, the following COVID-19 vaccines authorized by the World Health Organization (WHO) will be accepted by the Government of Canada for travel: • Sinovac (CoronaVac)"
n,o,"@ChrisBottaNHL @NHL Is this response necessary, really? Calling the NHL dumb and reckless. It has by far the best vaccination rates in all pro sports. once again, you can still catch covid with the vaccine. But it makes it less harmful and less contagious, so perhaps the isles are monitoring that?"
0,o,"Is the NHS in crisis? certainly, does it lack money and staff  yep it does. But it needs something else. Something that predates Covid 19, it needs us to change our“me first” culture, our understand of what it can do and should do. It needs a culture change so that they can focus"
0,p,An update from Ontario's health minister on vaccination appointments for kids between 5-11. https://t.co/i038PWiCxO
0,i,"@BorisJohnsonsH1 @SkinnerPm Had my 1st dose a month ago, wasn’t as bad as my 2nd Moderna shot but had slight fever and fatigue. Heard that the 2nd dose will knock me on my butt."
0,o,The Conversation: Moderna’s patent dispute with the U.S. government gets at a crucial question: control over how the drug is used https://t.co/HAVO3n3M6X
n,3,Your overlords have spoken. Pfizer co-developer says Covid vaccination will be annual — RT World News https://t.co/CRPpKdngQg
0,g,Gray asks if the government will track and report long Covid symptoms and asked if they'll support a bill for presumptive coverage for long Covid.
0,o,"Join fellow @TheAASUA and @UnionNASA members for a lunchtime information picket on Friday! Be sure to bring your CampusReady proof of #COVID19AB vaccination and wear a mask.   To register, go to https://t.co/ozGs7NkIhk  #abpse #UAlberta #ForThePublicGood https://t.co/uZNOcbKy6N"
n,c,"Gentle reminder that the CCP is responsible for the worldwide spread of Covid and the unusual, irrational response protocols of isolating the healthy and leaving the vulnerable exposed. They chose to spread it beyond their borders.  Oh, and Fauci paid them to make it."
n,c,"@silla_de_pensar @usehead_heart @cagey2577 @DianeDi18 @drsusanshaw @Covid19Critical Pfizer is making money off the vaccine, gobs of it. I think it's more than a wee bit immoral considering how needed it is right now, but what these doctors are doing making money selling snake oil as a legitimate treatment goes well past immoral, it's putting lives at risk."
0,o,Here's what I reported earlier about what we know. #ableg #covid19ab https://t.co/zW41QJeBsK
0,p,Children aged five to 11 will be eligible to receive the Pfizer-BioNTech Cominarty mRNA vaccine in New Brunswick as of Friday.  https://t.co/yGQFv9YtyH
n,o,"""A Crazy Mess""! Pfizer whistle-blower slams vaccine trials. #Pfizergate https://t.co/tC5iWF4lVl"
0,p,"Vaccination against COVID-19 is now available to children ages 5 to 11 years old with the Pfizer vaccine. Available by appointment at our 2 mass vaccination sites, located at Décarie Square and in Parc-Ex. Appointments can be made here:  https://t.co/aP3Dbf6Etz or 514-644-4545 https://t.co/NTvLbCoibp"
n,c,"@SusanDelacourt With overwhelming scientific evidence re safety &amp; efficacy of Pfizer &amp; Moderna vaccines vs the ruthless disease, #antivaxxers are individual disappointments to the discerning intelligence most of us have been blessed with, unfortunately their deficient reasoning is virulent.."
n,c,Pfizer “Secretly” Added Heart Attack Drug Tromethamine (Tris) to Children’s COVID Vaccines … But Why? https://t.co/rZExR4xwN6
0,g,"@rich_sherri @DrJacobsRad @CPC_HQ @erinotoole @OurCommons If I go to a beach anywhere in the world someone at a glance knows my vaccination status for smallpox! MPs, MPPs, MLAs are public figures. They have opened  themselves up to public scrutiny."
